school_name,total_ips,high,medium,low,best_score,best_ip,best_hostname
Notre Dame School,0,0,0,0,0,,
Clarkstown North Senior High School,0,0,0,0,0,,
New City Elementary School,0,0,0,0,0,,
Saint Theresa's School,0,0,0,0,0,,
Little Tor Elementary School,0,0,0,0,0,,
Douglas G. Grafflin Elementary School,0,0,0,0,0,,
Staples High School,0,0,0,0,0,,
Lordship School,0,0,0,0,0,,
Park Elementary School,0,0,0,0,0,,
Saint Ann Catholic Academy of Bridgeport,0,0,0,0,0,,
Black Rock School,0,0,0,0,0,,
Robert E Bell Middle School,0,0,0,0,0,,
Bedford Middle School,0,0,0,0,0,,
Cranbury Elementary School,0,0,0,0,0,,
Saints John and Mary School,0,0,0,0,0,,
Squire School,0,0,0,0,0,,
Summit Park Elementary School,0,0,0,0,0,,
Ossining High School,0,0,0,0,0,,
Ossining Senior High School,0,0,0,0,0,,
Bridgeport Regional Aquaculture Science and Technology Education Center,0,0,0,0,0,,
Lakewood Elementary School,0,0,0,0,0,,
Stratford School for Aviation Maintenance Technicians,0,0,0,0,0,,
Geraldine Claytor Magnet Academy,0,0,0,0,0,,
Riverfield Elementary School,0,0,0,0,0,,
Lime Kiln Elementary School,0,0,0,0,0,,
East Middle Patent School,0,0,0,0,0,,
St. Ann's Parish School,0,0,0,0,0,,
Woodglen Elementary School,0,0,0,0,0,,
Bridgeport Military Academy,0,0,0,0,0,,
Pomona Middle School,0,0,0,0,0,,
Hebrew Academy of Ohr Menachem Chabad,0,0,0,0,0,,
Sloatsburg Elementary School,0,0,0,0,0,,
Washington School,0,0,0,0,0,,
Roosevelt Education Center,0,0,0,0,0,,
Saint Augustine's Roman Catholic School,0,0,0,0,0,,
Park City Prep Charter School,0,0,0,0,0,,
Cesar A. Batalla School,0,0,0,0,0,,
New Beginnings Family Academy,0,0,0,0,0,,
Holland Hill School,0,0,0,0,0,,
Theodore Roosevelt Elementary School,0,0,0,0,0,,
Claremont Elementary School,0,0,0,0,0,,
Bassick High School,0,0,0,0,0,,
Fairfield Country Day School,0,0,0,0,0,,
Bryant Elementary School,0,0,0,0,0,,
Bridgeport Police Training Academy,0,0,0,0,0,,
Anne M Dorner Middle School,0,0,0,0,0,,
Brookside Elementary School,0,0,0,0,0,,
Miller-Driscoll School,0,0,0,0,0,,
Horace Greeley High School,0,0,0,0,0,,
Adam J. Lewis Academy,0,0,0,0,0,,
Coleytown Elementary School,0,0,0,0,0,,
James J. Curiale School,0,0,0,0,0,,
Maryknoll Seminary,0,0,0,0,0,,
Osborn Hill School,0,0,0,0,0,,
Paul Laurence Dunbar School,0,0,0,0,0,,
Coleytown Middle School,0,0,0,0,0,,
Jettie S. Tisdale School,0,0,0,0,0,,
Victoria Soto School,0,0,0,0,0,,
Classical Studies Magnet Academy,0,0,0,0,0,,
Stratford Academy,0,0,0,0,0,,
Kolbe Cathedral High School,0,0,0,0,0,,
McKinley School,0,0,0,0,0,,
Saint Augustine Academy,0,0,0,0,0,,
Roaring Brook School,0,0,0,0,0,,
Camp Hill School,0,0,0,0,0,,
Waltersville School,0,0,0,0,0,,
Barnum School,0,0,0,0,0,,
Bridgeport Adult Learning Center,0,0,0,0,0,,
The Bridge Academy,0,0,0,0,0,,
Timothy Dwight School,0,0,0,0,0,,
Mary Immaculate School,0,0,0,0,0,,
Geraldine W. Johnson School,0,0,0,0,0,,
Columbus School,0,0,0,0,0,,
Fairfield Warde High School,0,0,0,0,0,,
Fairfield Woods Middle School,0,0,0,0,0,,
Our Lady of Fatima Catholic Academy,0,0,0,0,0,,
Jennings School,0,0,0,0,0,,
East Side Middle School,0,0,0,0,0,,
George Grant Mason Elementary School,0,0,0,0,0,,
George F Baker High School,0,0,0,0,0,,
Central High School,0,0,0,0,0,,
Achievement First Bridgeport Academy Middle School,0,0,0,0,0,,
Fox Lane Middle School,0,0,0,0,0,,
Hall School,0,0,0,0,0,,
West Shore Middle School,0,0,0,0,0,,
Fox Lane High School,0,0,0,0,0,,
West Orchard School,0,0,0,0,0,,
Saint Luke's School,0,0,0,0,0,,
Franklin School,0,0,0,0,0,,
Achievement First Bridgeport Academy Elementary School,0,0,0,0,0,,
Capital Preparatory Harbor School Lower,0,0,0,0,0,,
Luis Muñoz Marín School,0,0,0,0,0,,
Thomas E. Carroll Nutrition Center,0,0,0,0,0,,
Stratfield School,0,0,0,0,0,,
The Unquowa School,0,0,0,0,0,,
Edison Elementary School,0,0,0,0,0,,
Stratford High School,0,0,0,0,0,,
Warren G. Harding High School,0,0,0,0,0,,
Haverstraw Middle School,0,0,0,0,0,,
Burr Elementary School,0,0,0,0,0,,
Beardsley School,0,0,0,0,0,,
Saint Peters School,0,0,0,0,0,,
Gerald F Neary Elementary School,0,0,0,0,0,,
Bullard–Havens Technical High School,0,0,0,0,0,,
Union Free School,0,0,0,0,0,,
Middlebrook Middle School,0,0,0,0,0,,
Mount Kisco Elementary School,0,0,0,0,0,,
James Madison School,0,0,0,0,0,,
David F. Read School,0,0,0,0,0,,
Nichols School,0,0,0,0,0,,
Thurgood Marshall Middle School for Social Justice,0,0,0,0,0,,
Landmark Preschool,0,0,0,0,0,,
High Horizons Magnet School,0,0,0,0,0,,
Hurlbutt Elementary School,0,0,0,0,0,,
John F. Kennedy Campus,0,0,0,0,0,,
Jonathan Law High School,0,0,0,0,0,,
Pumpkin Delight School,0,0,0,0,0,,
Cider Mill School,0,0,0,0,0,,
Six to Six Interdistrict Magnet School,0,0,0,0,0,,
Multicultural Magnet School,0,0,0,0,0,,
Pierre Van Cortlandt Middle School,0,0,0,0,0,,
Blackham School,0,0,0,0,0,,
Bedford Village Elementary School,0,0,0,0,0,,
Bedford Village Elementary School,0,0,0,0,0,,
Wilton Public Schools,0,0,0,0,0,,
Croton-Harmon High School,0,0,0,0,0,,
North Stratfield School,0,0,0,0,0,,
Seven Bridges Middle School,0,0,0,0,0,,
Weston Intermediate School,0,0,0,0,0,,
Wilcoxson Elementary School,0,0,0,0,0,,
Holy Name of Mary School,0,0,0,0,0,,
Bay Point Village Condominiums,0,0,0,0,0,,
Carrie E. Tompkins Elementary School,0,0,0,0,0,,
Thiells Elementary School,0,0,0,0,0,,
Tuxedo Park School,0,0,0,0,0,,
Weston High School,0,0,0,0,0,,
Wilton High School,0,0,0,0,0,,
North Garnerville Elementary School,0,0,0,0,0,,
Meadowside School,0,0,0,0,0,,
David Wooster Middle School,0,0,0,0,0,,
Calf Pen Meadow School,0,0,0,0,0,,
West Haverstraw Elementary School,0,0,0,0,0,,
Anna Baum Skane School,0,0,0,0,0,,
Don Bosco Juniorate,0,0,0,0,0,,
Fieldstone Middle School,0,0,0,0,0,,
Weston Middle School,1,0,0,1,1,24.240.132.218,mail.cnsu-schools.org
Bridgeport Learning Center,0,0,0,0,0,,
North Rockland High School,0,0,0,0,0,,
Saint Gregory Barbarigo School,0,0,0,0,0,,
Interdistrict Discovery Magnet School,0,0,0,0,0,,
John F. Kennedy Elementary School,0,0,0,0,0,,
Thomas Hooker School,0,0,0,0,0,,
Our Lady of Grace School,0,0,0,0,0,,
Second Hill Lane Elementary School,0,0,0,0,0,,
Willow Grove Elementary School,0,0,0,0,0,,
Hallen School,0,0,0,0,0,,
Saint Andrew Catholic Academy of Bridgeport,0,0,0,0,0,,
Rippowam School,0,0,0,0,0,,
Flores Institute,0,0,0,0,0,,
Woodrow Wilson School,0,0,0,0,0,,
Joseph A. Foran High School,0,0,0,0,0,,
Orchard Hills School,0,0,0,0,0,,
Park City Magnet School,0,0,0,0,0,,
John Winthrop School,0,0,0,0,0,,
Milford Academy,0,0,0,0,0,,
Yeshiva Khilath Yakov School,0,0,0,0,0,,
Eli Whitney Elementary School,0,0,0,0,0,,
"Academy of Our Lady of Mercy, Lauralton Hall",0,0,0,0,0,,
Greenwood Lake Elementary School,0,0,0,0,0,,
Harborside Middle School,0,0,0,0,0,,
Wilbur Cross School,0,0,0,0,0,,
Notre Dame High School,0,0,0,0,0,,
Bunnell High School,0,0,0,0,0,,
Fairchild Wheeler Interdistrict Magnet Campus,0,0,0,0,0,,
Saint Mary School,0,0,0,0,0,,
East Shore Middle School,0,0,0,0,0,,
Farley Elementary School,0,0,0,0,0,,
James A Farley Middle School,0,0,0,0,0,,
Immaculate Conception School,0,0,0,0,0,,
Saint Mark School,0,0,0,0,0,,
Regional Center for the Arts,0,0,0,0,0,,
Cooperative Educational Services,0,0,0,0,0,,
Frenchtown Elementary School,0,0,0,0,0,,
Cooperative Educational Services,0,0,0,0,0,,
District School Number 8,0,0,0,0,0,,
Bedford Hills Elementary School,0,0,0,0,0,,
Christian Heritage School,0,0,0,0,0,,
Live Oaks School,0,0,0,0,0,,
yishiva kataneh buliding,0,0,0,0,0,,
Orange Avenue Elementary School,0,0,0,0,0,,
Saint Theresas School,0,0,0,0,0,,
Harry B. Flood Middle School,0,0,0,0,0,,
Stony Point Elementary School,0,0,0,0,0,,
Nichols School,0,0,0,0,0,,
Nichols School,0,0,0,0,0,,
Mathewson Elementary School,0,0,0,0,0,,
Chapel Street Elementary School,0,0,0,0,0,,
Samuel Staples Elementary School,0,0,0,0,0,,
Seth G. Haley Elementary School,0,0,0,0,0,,
Sanfordville Elementary School,0,0,0,0,0,,
Alma E. Pagels Elementary School,0,0,0,0,0,,
Keon School,0,0,0,0,0,,
Helen Keller Middle School,0,0,0,0,0,,
Saint Catherine of Siena School,0,0,0,0,0,,
Vernon Township High School,0,0,0,0,0,,
Momauguin School,0,0,0,0,0,,
Platt Technical High School,0,0,0,0,0,,
Middlebrook School,0,0,0,0,0,,
Old Staples Academy,0,0,0,0,0,,
District Number 1 Union Free School,0,0,0,0,0,,
Easton Country Day School,0,0,0,0,0,,
Park Avenue Elementary School,0,0,0,0,0,,
Saint Patrick's Parochial School,0,0,0,0,0,,
Warwick Valley High School & Middle School,0,0,0,0,0,,
Frank G Lindsey Elementary School,0,0,0,0,0,,
Warwick Valley High School,0,0,0,0,0,,
Warwick Valley Middle School,0,0,0,0,0,,
Madison Middle School,0,0,0,0,0,,
Hendrick Hudson High School,0,0,0,0,0,,
Saint Marys School,0,0,0,0,0,,
Fishers Island School,0,0,0,0,0,,
Jane Ryan Elementary School,0,0,0,0,0,,
Saint Stephen And Saint Edward School,0,0,0,0,0,,
Most Precious Blood School,0,0,0,0,0,,
West Haven High School,0,0,0,0,0,,
Furnace Woods Elementary School,0,0,0,0,0,,
Edith E. Mackrille Elementary School,0,0,0,0,0,,
Buchanan-Verplank Elementary School,0,0,0,0,0,,
Booth Hill School,0,0,0,0,0,,
Blue Mountain Middle School,0,0,0,0,0,,
Savin Rock Community School,0,0,0,0,0,,
Saint Joseph High School,0,0,0,0,0,,
Peck Place School,0,0,0,0,0,,
Greenwood Lake Middle School,0,0,0,0,0,,
Saint Patrick and George's School,0,0,0,0,0,,
Indian Neck School,0,0,0,0,0,,
Nathan Hale School,0,0,0,0,0,,
Daniels Farm School,0,0,0,0,0,,
Branchville Elementary School,0,0,0,0,0,,
John Jay Middle School,0,0,0,0,0,,
McKinley School,0,0,0,0,0,,
John Jay High School,0,0,0,0,0,,
Grove J. Tuttle School,0,0,0,0,0,,
Calvary Christian Academy,0,0,0,0,0,,
Saint Lawrence School,0,0,0,0,0,,
Tashua School,0,0,0,0,0,,
Our Lady of Mercy Preparatory Academy,0,0,0,0,0,,
Southern Transition Real-World and Independent Vocational Education,0,0,0,0,0,,
Washington Elementary School (temporary location),0,0,0,0,0,,
Kings Elementary School,0,0,0,0,0,,
East Ridge Middle School,0,0,0,0,0,,
Putnam Northern Westchester BOCES,0,0,0,0,0,,
Woodside Elementary School,0,0,0,0,0,,
Pathways Academy,0,0,0,0,0,,
French Hill Elementary School,0,0,0,0,0,,
Walter Panas High School,0,0,0,0,0,,
John B. Sliney Elementary School,0,0,0,0,0,,
Veterans Park Elementary School,0,0,0,0,0,,
Mary L. Tracy School,0,0,0,0,0,,
Overbrook Early Learning Center,0,0,0,0,0,,
Franklin School,0,0,0,0,0,,
Lewisboro Elementary School,0,0,0,0,0,,
Lewisboro Elementary School,0,0,0,0,0,,
Saint Mary School,0,0,0,0,0,,
East Shoreline Catholic Academy,0,0,0,0,0,,
Calvin Leete School,0,0,0,0,0,,
Sound School,0,0,0,0,0,,
Long Hill Elementary School,0,0,0,0,0,,
Francis Walsh Intermediate School,0,0,0,0,0,,
Mary R. Tisko School,0,0,0,0,0,,
Mount Saint Florence School,0,0,0,0,0,,
Booth Hill School,0,0,0,0,0,,
Grove School,0,0,0,0,0,,
First Avenue School,0,0,0,0,0,,
East Haven Academy,0,0,0,0,0,,
Kathleen E. Goodwin Elementary School,0,0,0,0,0,,
A. W. Cox Elementary School,0,0,0,0,0,,
Joseph Melillo Middle School and East Haven Academy,0,0,0,0,0,,
Joseph Melillo Middle School,0,0,0,0,0,,
Brookside Elementary School,0,0,0,0,0,,
Daisy Ingraham Elementary School,0,0,0,0,0,,
Branford High School,0,0,0,0,0,,
New Haven County Fire School,0,0,0,0,0,,
Bellvale School,0,0,0,0,0,,
Betsy Ross Arts Magnet School,0,0,0,0,0,,
Peekskill Middle School,0,0,0,0,0,,
Old Saybrook Middle School,0,0,0,0,0,,
Old Saybrook Senior High School,0,0,0,0,0,,
The Foundation School,0,0,0,0,0,,
Turkey Hill School,0,0,0,0,0,,
Villa Loretto School,0,0,0,0,0,,
Mildred E Strang Middle School,0,0,0,0,0,,
Sunnyside School,0,0,0,0,0,,
Mercy College Peekskill Center,0,0,0,0,0,,
Saint John School,0,0,0,0,0,,
Race Brook School,0,0,0,0,0,,
May V. Carrigan Intermediate School,0,0,0,0,0,,
Park Street Secondary Alternative School,0,0,0,0,0,,
Yorktown High School,0,0,0,0,0,,
Oakside Elementary School,0,0,0,0,0,,
Truman School,0,0,0,0,0,,
E. C. Adams Middle School,0,0,0,0,0,,
Farmingville Elementary School,0,0,0,0,0,,
Mary T. Murphy School,0,0,0,0,0,,
Increase Miller Elementary School,0,0,0,0,0,,
Madison Public Schools,0,0,0,0,0,,
Saint Patricks School,0,0,0,0,0,,
Mile Creek School,0,0,0,0,0,,
Hill Central School,0,0,0,0,0,,
Mercy College - Yorktown Campus,0,0,0,0,0,,
Sapphire Elementary School,0,0,0,0,0,,
Lincoln Titus Elementary School,0,0,0,0,0,,
Ridgefield Academy,0,0,0,0,0,,
Joel Barlow High School,0,0,0,0,0,,
Pine Island Elementary School,0,0,0,0,0,,
Fox Meadow Campus,0,0,0,0,0,,
Hillcrest Elementary School,0,0,0,0,0,,
New York State Correctional Services Training Academy,0,0,0,0,0,,
Jared Eliot Middle School,0,0,0,0,0,,
Roberto Clemente Leadership Academy For Global Awareness,0,0,0,0,0,,
Saint Peters School,0,0,0,0,0,,
Mohansic Elementary School,0,0,0,0,0,,
Mohansic School,0,0,0,0,0,,
Saint Martin de Porres Academy,0,0,0,0,0,,
Westbrook High School,0,0,0,0,0,,
Westbrook Middle School,0,0,0,0,0,,
Wightwood School,0,0,0,0,0,,
Forest Elementary School,0,0,0,0,0,,
Benjamin Jepson Magnet School,0,0,0,0,0,,
Boy Torah High School,0,0,0,0,0,,
Beth Chana-Hannah Academy,0,0,0,0,0,,
Head Start,0,0,0,0,0,,
Monroe Day School,0,0,0,0,0,,
The Morgan School,0,0,0,0,0,,
Uriah Hill Early Childhood Center,0,0,0,0,0,,
John C. Daniels School of International Communication,0,0,0,0,0,,
Welch School,0,0,0,0,0,,
High School in the Community,0,0,0,0,0,,
Prince School,0,0,0,0,0,,
Amity Middle School-Orange,0,0,0,0,0,,
Lewin G. Joel Elementary Shcool,0,0,0,0,0,,
Kennedy Catholic High School,0,0,0,0,0,,
Westbrook Middle / High School,0,0,0,0,0,,
Mohegan School,0,0,0,0,0,,
Crompond Elementary School,0,0,0,0,0,,
Harra A. Conte West Hills Magnet School,0,0,0,0,0,,
Crompond Elementary School,0,0,0,0,0,,
John S. Martinez School,0,0,0,0,0,,
Cooperative Arts Magnet School,0,0,0,0,0,,
Hill Regional Career High School,0,0,0,0,0,,
John Read Middle School,0,0,0,0,0,,
Saint Rose School,0,0,0,0,0,,
Young Men's Institute,0,0,0,0,0,,
Elliott Learning Center,0,0,0,0,0,,
Woolsey School,0,0,0,0,0,,
Pine Tree Elementary School,0,0,0,0,0,,
Fair Haven School,0,0,0,0,0,,
Valley Regional Adult Education,0,0,0,0,0,,
Monroe Elementary School,0,0,0,0,0,,
Family Academy of Multilingual Exploration,0,0,0,0,0,,
Barnard Environmental Studies Magnet School,0,0,0,0,0,,
Redding Elementary School & Community Center,0,0,0,0,0,,
Perry Hill School,0,0,0,0,0,,
Amistad Academy Middle School,0,0,0,0,0,,
Educational Center for the Arts,0,0,0,0,0,,
All Saints Catholic Academy,0,0,0,0,0,,
Guilford High School,0,0,0,0,0,,
Locust Avenue School,0,0,0,0,0,,
Somers High School,0,0,0,0,0,,
Booker T Washington Academy,0,0,0,0,0,,
Saint Columbanus School,0,0,0,0,0,,
Lakeland School,0,0,0,0,0,,
New Haven Academy,0,0,0,0,0,,
Great Neck Elementary School,0,0,0,0,0,,
Flex School,0,0,0,0,0,,
Elm City College Preparatory Elementary School,0,0,0,0,0,,
Augusta Lewis Troup School,0,0,0,0,0,,
Elizabeth Shelton Elementary School,0,0,0,0,0,,
R.V. Hayes School,0,0,0,0,0,,
Hopkins School,0,0,0,0,0,,
Shelton Public Schools,0,0,0,0,0,,
Dr. Reginald Mayo Early Learning Center,0,0,0,0,0,,
Bradley School,0,0,0,0,0,,
Center School,0,0,0,0,0,,
Stepney Elementary School,0,0,0,0,0,,
Lyme - Old Lyme Schools,0,0,0,0,0,,
Saint Paul Christian Education Center,0,0,0,0,0,,
Clinton Avenue School,0,0,0,0,0,,
Edgewood Magnet School,0,0,0,0,0,,
Lyme–Old Lyme Middle School,0,0,0,0,0,,
Wexler-Grant Community School,0,0,0,0,0,,
Central Valley Elementary School,0,0,0,0,0,,
East Rock Community Magnet School,0,0,0,0,0,,
Yeshivas Beis Dovid Shlomo Mesivta,0,0,0,0,0,,
Monroe Woodbury Middle School,4079,4079,0,0,2,209.222.32.1,mwcsd-209-222-32-1.mw.k12.ny.us
Baldwin School,0,0,0,0,0,,
Benjamin Franklin Elementary School,0,0,0,0,0,,
Nathan Hale Arts Magnet School,0,0,0,0,0,,
Lakeland Copper Beech Middle School,0,0,0,0,0,,
James Hillhouse High School,0,0,0,0,0,,
Urban Youth Center Elementary School,0,0,0,0,0,,
Ridgefield Public Schools,0,0,0,0,0,,
Monroe Woodbury High School,0,0,0,0,0,,
Wilbur Cross High School,0,0,0,0,0,,
Lyme Academy of Fine Arts,0,0,0,0,0,,
Niantic Center School,0,0,0,0,0,,
Highville Charter School,0,0,0,0,0,,
Sterling School,0,0,0,0,0,,
Betsy Ross Arts Magnet School,0,0,0,0,0,,
Foxon School,0,0,0,0,0,,
Worthington Hooker School,0,0,0,0,0,,
Lakeland High School,0,0,0,0,0,,
Wilbur Cross High School,0,0,0,0,0,,
Ansonia Middle School,0,0,0,0,0,,
The Country School,0,0,0,0,0,,
Veyoel Moshe Satmar Boys School,0,0,0,0,0,,
Somers Intermediate School,0,0,0,0,0,,
Somers Intermediate School,0,0,0,0,0,,
Saint Aedan School,0,0,0,0,0,,
L.W. Beecher School,0,0,0,0,0,,
Somers Middle School,0,0,0,0,0,,
Doctor Robert H Brown School,0,0,0,0,0,,
Bishop Woods Architecture and Design Magnet School,0,0,0,0,0,,
Scotts Ridge Middle School,0,0,0,0,0,,
Kathleen H Ryerson School,0,0,0,0,0,,
Irving School,0,0,0,0,0,,
Ocean Avenue Learning Academy,0,0,0,0,0,,
Mauro-Sheridan Interdistrict Magnet School,0,0,0,0,0,,
Jerome Harrison Elementary School,0,0,0,0,0,,
The Foote School,0,0,0,0,0,,
Ansonia High School,0,0,0,0,0,,
Ridgefield High School,0,0,0,0,0,,
Deer Run School,0,0,0,0,0,,
Guilford Lakes School,0,0,0,0,0,,
Davis Academy for Arts and Design Innovation Magnet School,0,0,0,0,0,,
Worthington Hooker School,0,0,0,0,0,,
Achievement First Amistad High School,0,0,0,0,0,,
East Haven High School,0,0,0,0,0,,
Barack H. Obama Magnet University School,0,0,0,0,0,,
Central High School,0,0,0,0,0,,
Lincoln-Bassett School,0,0,0,0,0,,
Saint Thomas's Day School,0,0,0,0,0,,
Larkin School,0,0,0,0,0,,
John G. Prendergast Elementary School,0,0,0,0,0,,
Golden Hill Elementary School,0,0,0,0,0,,
Saint Joseph School,0,0,0,0,0,,
King/Robinson Interdistrict Magnet School,0,0,0,0,0,,
North Main Street Elementary School,0,0,0,0,0,,
North Main Street Elementary,0,0,0,0,0,,
Smith Clove Elementary School,0,0,0,0,0,,
Derby Public Schools,0,0,0,0,0,,
North Branford Intermediate School,0,0,0,0,0,,
Seward Institute,0,0,0,0,0,,
Dominick H. Ferrara Elementary School,0,0,0,0,0,,
Fort Montgomery Elementary School,0,0,0,0,0,,
Harris and Tucker School,0,0,0,0,0,,
Yale School of Medicine (Cedarhurst School),0,0,0,0,0,,
Putnam Valley Middle School,0,0,0,0,0,,
Beecher Road School,0,0,0,0,0,,
North Branford High School,0,0,0,0,0,,
Pine Trade School,0,0,0,0,0,,
Marine Science Magnet High School,0,0,0,0,0,,
Mead Elementary School,0,0,0,0,0,,
B'nail Jacob School,0,0,0,0,0,,
Common Ground High School,0,0,0,0,0,,
Ezra Academy,0,0,0,0,0,,
Abraham Baldwin Middle School,0,0,0,0,0,,
State Street School,0,0,0,0,0,,
Thames River Magnet School,0,0,0,0,0,,
Ridgebury Elementary School,0,0,0,0,0,,
United Talmudical Academy,0,0,0,0,0,,
Robert E. Fitch High School,0,0,0,0,0,,
Waterford High School,0,0,0,0,0,,
Ballestrini Child Care Center,0,0,0,0,0,,
Madison Public Schools,0,0,0,0,0,,
The Friendship School,0,0,0,0,0,,
Ansonia Middle School,0,0,0,0,0,,
Eli Whitney Technical School,0,0,0,0,0,,
Hamden Hall Country Day School,0,0,0,0,0,,
New Haven Jobs Corps,0,0,0,0,0,,
Hamden Hall Country Day School Davis Street Campus,0,0,0,0,0,,
Ella T. Grasso Technical High School,0,0,0,0,0,,
Groton Middle School,0,0,0,0,0,,
Brennan - Rogers Magnet School,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
Saint Josephs School,0,0,0,0,0,,
Monroe Public Schools,0,0,0,0,0,,
Ridge Hill School,0,0,0,0,0,,
Whitney Academy Explore and Create,0,0,0,0,0,,
ACES Schools,0,0,0,0,0,,
Mystic River Magnet School,0,0,0,0,0,,
Whitney High School North,0,0,0,0,0,,
Catherine Kolnaski STEAM Magnet School,0,0,0,0,0,,
Binos Desha School,0,0,0,0,0,,
Pequenakonck Elementary School,0,0,0,0,0,,
Lillie B. Haynes Elementary School,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
Assumption School,0,0,0,0,0,,
Masuk High School,0,0,0,0,0,,
Essex Elementary School,0,0,0,0,0,,
Helen Street School,0,0,0,0,0,,
James I O'Neill High School,0,0,0,0,0,,
East Lyme Middle School,0,0,0,0,0,,
Children's Center of Hamden,0,0,0,0,0,,
Clark Lane Middle School,0,0,0,0,0,,
Center School,0,0,0,0,0,,
Oswegatchie Academy,0,0,0,0,0,,
Booker T. Washington Academy Middle School,0,0,0,0,0,,
Church Street School,0,0,0,0,0,,
Putnam Valley Elementary School,0,0,0,0,0,,
North Salem Central High School - Middle School,0,0,0,0,0,,
Interdistrict School for Arts and Communication,0,0,0,0,0,,
Montowese Elementary School,0,0,0,0,0,,
C.B. Jennings International Elementary Magnet School,0,0,0,0,0,,
Wintergreen Interdistrict Magnet School,0,0,0,0,0,,
Amity Regional High School,0,0,0,0,0,,
Stonington Middle School,0,0,0,0,0,,
Bennie Dover Jackson Multi-Magnet Middle School Campus,0,0,0,0,0,,
Chester High School,0,0,0,0,0,,
Chester Junior-Senior High School,0,0,0,0,0,,
Saint Rita School,0,0,0,0,0,,
New London High School Multi-Magnet Campus,0,0,0,0,0,,
Regional Multicultural Magnet School,0,0,0,0,0,,
Oswegatchie Elementary School,0,0,0,0,0,,
Our Lady of Mercy Preparatory Academy,0,0,0,0,0,,
Deans Mill School,0,0,0,0,0,,
Shoreline Outdoor Education Center,0,0,0,0,0,,
Shoreline Day School,0,0,0,0,0,,
John Winthrop Junior High School,0,0,0,0,0,,
Saint Columbia School,0,0,0,0,0,,
Mahopac High School,0,0,0,0,0,,
Pine Point School,0,0,0,0,0,,
State Street Elementary School,0,0,0,0,0,,
Dunbar Hill School,0,0,0,0,0,,
Middle Gate School,0,0,0,0,0,,
Stonington High School,0,0,0,0,0,,
Sacred Heart Academy,0,0,0,0,0,,
Mahopac Falls Elementary School,0,0,0,0,0,,
Flanders School,0,0,0,0,0,,
Hamden High School,0,0,0,0,0,,
Melissa Jones School,0,0,0,0,0,,
Winthrop STEM Elementary Magnet School,0,0,0,0,0,,
Spring Glen School,0,0,0,0,0,,
Sacred Heart Academy,0,0,0,0,0,,
Hamden Hall Country Day School -Beckerman Athletic Center,0,0,0,0,0,,
East Lyme Public Schools,0,0,0,0,0,,
East Lyme High School,0,0,0,0,0,,
Mahopac Middle School,0,0,0,0,0,,
Stonington Public Schools,0,0,0,0,0,,
Highland Falls Elementary School,0,0,0,0,0,,
Wooster School,0,0,0,0,0,,
Valley Regional High School,0,0,0,0,0,,
Ridge Road Elementary School,0,0,0,0,0,,
Highland Falls Middle School,0,0,0,0,0,,
Killingworth Elementary School,0,0,0,0,0,,
Mill Academy,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
Chester Elementary School,0,0,0,0,0,,
Lakeview Elementary School,0,0,0,0,0,,
North Haven Public Schools,0,0,0,0,0,,
Central Nursery School,0,0,0,0,0,,
Seymour Middle School,0,0,0,0,0,,
Danbury High School West,0,0,0,0,0,,
Mystic Education Center,0,0,0,0,0,,
Westerly High School,0,0,0,0,0,,
Saint Michael School,0,0,0,0,0,,
Bethel High School,0,0,0,0,0,,
Hamden Middle School,0,0,0,0,0,,
Housatonic Valley Waldorf School,0,0,0,0,0,,
Shepherd Glen School,0,0,0,0,0,,
Frank A. Berry School,0,0,0,0,0,,
Westerly-Pawcatuck YMCA Preschool,0,0,0,0,0,,
Bethel Public Schools,0,0,0,0,0,,
Garrison School,0,0,0,0,0,,
Saint Michael School,0,0,0,0,0,,
Fulmar Road Elementary School,0,0,0,0,0,,
Bethel Middle School,0,0,0,0,0,,
Saint John the Evangelist School,0,0,0,0,0,,
Rogers Park Middle School,0,0,0,0,0,,
Haddam-Killingworth Intermediate / Middle School,0,0,0,0,0,,
Oxford High School,0,0,0,0,0,,
Immaculate High School,0,0,0,0,0,,
Anna H. Rockwell School,0,0,0,0,0,,
Northeast Academy Arts Magnet School,0,0,0,0,0,,
Ralph M. T. Johnson School,0,0,0,0,0,,
Head O'Meadow School,0,0,0,0,0,,
Dr. Charles G. Barnum School,0,0,0,0,0,,
Seymour High School,0,0,0,0,0,,
Amy Bull Crist Area Education Center,0,0,0,0,0,,
ACES Mill Road School,0,0,0,0,0,,
Goshen Christian School,0,0,0,0,0,,
Deep River Elementary School,0,0,0,0,0,,
Park Avenue School,0,0,0,0,0,,
Groton Public Schools Central Office,0,0,0,0,0,,
West Vine Street School,0,0,0,0,0,,
Bungay School,0,0,0,0,0,,
South Street School,0,0,0,0,0,,
Danbury Public Schools,0,0,0,0,0,,
Regional Education Center at Arden Hill,0,0,0,0,0,,
Plumtrees School,0,0,0,0,0,,
Bear Path School,0,0,0,0,0,,
Anna L. LoPresti School,0,0,0,0,0,,
Clintonville Elementary School,0,0,0,0,0,,
Saint Peter School,0,0,0,0,0,,
Littlebrook Child Development Center,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
