school_name,total_ips,high,medium,low,best_score,best_ip,best_hostname
Pulaski Road Elementary School,0,0,0,0,0,,
Park View Elementary School,0,0,0,0,0,,
Eugene J. Gribbin Elementary School,0,0,0,0,0,,
Selden Middle School,0,0,0,0,0,,
Wilson Technological Center,0,0,0,0,0,,
Number 12 Elementary School,0,0,0,0,0,,
Banyan Elementary School,0,0,0,0,0,,
J. Taylor Finley Middle School,0,0,0,0,0,,
North Coleman Road Elementary School,0,0,0,0,0,,
Longwood Middle School,0,0,0,0,0,,
Bogota High School,0,0,0,0,0,,
Hawthorne Elementary School,0,0,0,0,0,,
Fifth Avenue Elementary School,0,0,0,0,0,,
John F Kennedy High School,0,0,0,0,0,,
Marble Hill High School of International Studies,0,0,0,0,0,,
Coram Elementary School,0,0,0,0,0,,
Saint Pauls School,0,0,0,0,0,,
Lillian M Steen Elementary School,0,0,0,0,0,,
Mill Neck Manor School,0,0,0,0,0,,
Roosevelt School,0,0,0,0,0,,
School 8 School Grounds,0,0,0,0,0,,
Columbus Elementary School,0,0,0,0,0,,
Northport High School,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
Winston Churchill Elementary School,0,0,0,0,0,,
Little Falls School No. 1,0,0,0,0,0,,
Goosehill Primary School,0,0,0,0,0,,
Saints Phillips and James School,0,0,0,0,0,,
Passaic Valley Regional High School,0,0,0,0,0,,
Fanny M Hillers Elementary School,0,0,0,0,0,,
Thomas Jefferson Middle School,0,0,0,0,0,,
Charter School,0,0,0,0,0,,
Stagecoach Elementary School,0,0,0,0,0,,
Public School 94,0,0,0,0,0,,
Christopher Columbus Middle School,0,0,0,0,0,,
School of Diplomacy,0,0,0,0,0,,
Public School 113,0,0,0,0,0,,
Northport Nursery School,0,0,0,0,0,,
Northport Nursery School,0,0,0,0,0,,
Hawkins Path Elementary School,0,0,0,0,0,,
Glen Cove High School,0,0,0,0,0,,
Lavelle School for the Blind,0,0,0,0,0,,
St Ann School (Permanently Closed),0,0,0,0,0,,
Hilldale Elementary School,0,0,0,0,0,,
Intervale Elementary School,0,0,0,0,0,,
Ann MacArthur Primary School,0,0,0,0,0,,
Kings Park High School,0,0,0,0,0,,
Garfield High School,0,0,0,0,0,,
Columbus Elementary School,0,0,0,0,0,,
Long Island Lutheran Day School,0,0,0,0,0,,
Knollwood Elementary School,0,0,0,0,0,,
Woodrow Wilson Elementary School,0,0,0,0,0,,
Bellerose Avenue School,0,0,0,0,0,,
Public School 95,0,0,0,0,0,,
Number 1 Elementary School,0,0,0,0,0,,
Saint James Elementary School,0,0,0,0,0,,
Saint Valentine School,0,0,0,0,0,,
Sacred Hearts School,0,0,0,0,0,,
Washington Irving Elementary School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Cardinal Spellman High School,0,0,0,0,0,,
Locust Valley Intermediate School,0,0,0,0,0,,
Little Falls School No. 3,0,0,0,0,0,,
Number 11 Elementary School,0,0,0,0,0,,
Magic Years Pre-School,0,0,0,0,0,,
Washington Drive Primary School,0,0,0,0,0,,
Magic Years Daycare,0,0,0,0,0,,
Hackensack High School,0,0,0,0,0,,
Banyan High School,0,0,0,0,0,,
Saint Gabriel School,0,0,0,0,0,,
Visitation School,0,0,0,0,0,,
Saint Josephs School,0,0,0,0,0,,
Lodi High School,0,0,0,0,0,,
Southampton Elementary School,0,0,0,0,0,,
Saint Stanislaus Kostka School,0,0,0,0,0,,
Teaneck Board of Education Central Administration Offices,0,0,0,0,0,,
Number 4 Elementary School,0,0,0,0,0,,
Dickinson Avenue School,0,0,0,0,0,,
Al-Ghazaly High School,0,0,0,0,0,,
Middle School/High School 141,0,0,0,0,0,,
Dwight-Englewood School,0,0,0,0,0,,
Saint Mary School,0,0,0,0,0,,
Dwight-Englewood School,0,0,0,0,0,,
Bronx Excellence 3 Elementary,0,0,0,0,0,,
Albert Tuitt Senior Educational Campus IS/HS 362,0,0,0,0,0,,
R.J.O. Intermediate School,0,0,0,0,0,,
Locust Valley Middle / High School,0,0,0,0,0,,
Nativity of Our Blessed Lady School,0,0,0,0,0,,
Fieldston Middle School,0,0,0,0,0,,
Fieldston Lower School,0,0,0,0,0,,
Fieldston Upper School,0,0,0,0,0,,
Ethical Culture Fieldston School,0,0,0,0,0,,
The Philip Ciarco Jr. Learning Center,0,0,0,0,0,,
Flower Hill School,0,0,0,0,0,,
Shepherd School,0,0,0,0,0,,
School Number 3,0,0,0,0,0,,
Southdown Primary School,0,0,0,0,0,,
Thomas Jefferson Middle School,0,0,0,0,0,,
Prospect Hill School,0,0,0,0,0,,
San Remo Central Office,0,0,0,0,0,,
Prospect Hill School,0,0,0,0,0,,
William T. Rogers Middle School,0,0,0,0,0,,
Charles Olbon Elementary School,0,0,0,0,0,,
Southampton Intermediate and High School,0,0,0,0,0,,
Dwight-Englewood School (Solomon Field),0,0,0,0,0,,
Wilson School,0,0,0,0,0,,
Briarcliff Middle School,0,0,0,0,0,,
Teaneck High School,0,0,0,0,0,,
Saint Brendan School,0,0,0,0,0,,
Public School 103,0,0,0,0,0,,
The Montessori School,0,0,0,0,0,,
RSFA Rising Stars Fencing Academy,0,0,0,0,0,,
Lake Drive School for the Hearing Impaired,0,0,0,0,0,,
Harbor Country Day School,0,0,0,0,0,,
Ganter Avenue Elementary School,0,0,0,0,0,,
Community High School,0,0,0,0,0,,
Community High School,0,0,0,0,0,,
Beatrice Gilmore Elementary School,0,0,0,0,0,,
Saint George School,0,0,0,0,0,,
Nathan Hale School,0,0,0,0,0,,
Valley View Elementary School,0,0,0,0,0,,
West Middle Island School,0,0,0,0,0,,
Our Lady of Poland Elementary,0,0,0,0,0,,
Horace Mann School,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Nellie K Parker Elementary School,0,0,0,0,0,,
Number 5 Elementary School,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Montville Township High School,0,0,0,0,0,,
Banbury Center At Cold Spring Harbor Laboratory,0,0,0,0,0,,
Wildwood Elementary School,0,0,0,0,0,,
William Sidney Mount Elementary School,0,0,0,0,0,,
Centerport School,0,0,0,0,0,,
Community School,0,0,0,0,0,,
School Number 2,0,0,0,0,0,,
Cherry Hills School,0,0,0,0,0,,
Mountain Lakes High School,0,0,0,0,0,,
Riverview Annex,0,0,0,0,0,,
Charles J. Riley School Number 9,0,0,0,0,0,,
Number 9 Elementary School,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
Robert C. Murphy Junior High School,0,0,0,0,0,,
Public School 87,0,0,0,0,0,,
Lowell Elementary School,0,0,0,0,0,,
Mount Vernon Prekindergarten Program,0,0,0,0,0,,
Longfellow Elementary School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Yeshiva of the Telshe Alumni,0,0,0,0,0,,
Jefferson Elementary School,0,0,0,0,0,,
Saint Francis of Assisi School,0,0,0,0,0,,
Number 25 Elementary School,0,0,0,0,0,,
Yeshiva Ohavei Torah,0,0,0,0,0,,
Liberty School,0,0,0,0,0,,
William J. Brosnan School (Administrative Offices),0,0,0,0,0,,
Riverdale Country School,0,0,0,0,0,,
Achieve Test Prep,0,0,0,0,0,,
Boyle Road Elementary School,0,0,0,0,0,,
East Coast Test Prep,0,0,0,0,0,,
Birch Family Services,0,0,0,0,0,,
Mount Saint Michael Academy,0,0,0,0,0,,
Tuckahoe School,0,0,0,0,0,,
Siwanoy School,0,0,0,0,0,,
Riverdale Country School,0,0,0,0,0,,
Nissequogue School,0,0,0,0,0,,
Public School 19,0,0,0,0,0,,
Lloyd Harbor School,0,0,0,0,0,,
Saint Cecilias School,0,0,0,0,0,,
Saint Leos School,0,0,0,0,0,,
Benjamin Franklin Middle School,0,0,0,0,0,,
Cecil H Parker Elementary School,0,0,0,0,0,,
Northport Middle School,0,0,0,0,0,,
Maywood Avenue Elementary School,0,0,0,0,0,,
John Hill Elementary School,0,0,0,0,0,,
Fairmount Elementary School,0,0,0,0,0,,
Saint Phillip Neri School,0,0,0,0,0,,
Saint Anthony School,0,0,0,0,0,,
Saint Barnabas High School,0,0,0,0,0,,
The Windsor Academy,0,0,0,0,0,,
Bergen County Academies,0,0,0,0,0,,
Fort Salonga Elementary School,0,0,0,0,0,,
Saint Barnabas Elementary School,0,0,0,0,0,,
St. Mark's Lutheran School,0,0,0,0,0,,
Washington Park Elementary School,0,0,0,0,0,,
Trinity Elementary School,0,0,0,0,0,,
The Elizabeth Morrow School,0,0,0,0,0,,
Saint Mark's Lutheran School,0,0,0,0,0,,
Pelham Memorial High School,0,0,0,0,0,,
Boonton High School,0,0,0,0,0,,
Colonial School,0,0,0,0,0,,
Robert Fulton Public School,0,0,0,0,0,,
Salanter Akiba Riverdale Academy,0,0,0,0,0,,
Bryant Elementary School,0,0,0,0,0,,
Saddle Brook Middle/High School,0,0,0,0,0,,
Clinton Avenue Elementary School,0,0,0,0,0,,
Midland Elementary School Number 1,0,0,0,0,0,,
Blessed Sacrament St. Gabriel High School,0,0,0,0,0,,
Stony Brook Girls School,0,0,0,0,0,,
Bayville Primary School,0,0,0,0,0,,
Saint James School,0,0,0,0,0,,
Whittier Elementary School,0,0,0,0,0,,
Janis E Dismus Middle School,0,0,0,0,0,,
Minnie S Graham Public School Number 9,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
Dr. John Grieco Elementary School,0,0,0,0,0,,
Bayville Intermediate School,0,0,0,0,0,,
Morris Catholic High School,0,0,0,0,0,,
Ocean Avenue Elementary School,0,0,0,0,0,,
School 20,0,0,0,0,0,,
Ridge Elementary School,0,0,0,0,0,,
School 29,0,0,0,0,0,,
School Street Elementary School,0,0,0,0,0,,
Comsewogue High School,0,0,0,0,0,,
Yonkers Montessori Academy,0,0,0,0,0,,
Dr. Leroy McCloud Elementary School,0,0,0,0,0,,
Dwight Morrow High School,0,0,0,0,0,,
Saint Margaret of Cortona School,0,0,0,0,0,,
St Margaret of Cortona School,0,0,0,0,0,,
Martin Luther King Elementary School,0,0,0,0,0,,
Nelson Mandela High School,0,0,0,0,0,,
Saint Phillip the Apostle School,0,0,0,0,0,,
Nellie A Thorton High School,0,0,0,0,0,,
Our Lady of Mount Carmel School,0,0,0,0,0,,
Martin Luther King Elementary School,0,0,0,0,0,,
School 7,0,0,0,0,0,,
Phillips Avenue Elementary School,0,0,0,0,0,,
Elmwood Park Memorial Senior High School,0,0,0,0,0,,
Hohokus School of Trade and Technical Sciences (Building 5),0,0,0,0,0,,
Arrowhead Elementary School,0,0,0,0,0,,
Terryville Road Elementary School,0,0,0,0,0,,
Esat End Christian Academy,0,0,0,0,0,,
Fifty-Fourth Street School,0,0,0,0,0,,
Sacred Heart Parochial School,0,0,0,0,0,,
Number 24 Elementary School,0,0,0,0,0,,
Mount Carmel Parochial School,0,0,0,0,0,,
Washington School,0,0,0,0,0,,
International High School,0,0,0,0,0,,
Saint Anthonys School,0,0,0,0,0,,
Edison Tech School,0,0,0,0,0,,
Elmwood Park Middle School,0,0,0,0,0,,
Saint Pauls School,0,0,0,0,0,,
Public School 21,0,0,0,0,0,,
School 3,0,0,0,0,0,,
Columbus Elementary School,0,0,0,0,0,,
Monroe College New Rochelle Campus,0,0,0,0,0,,
Gilbert Avenue Elementary School,0,0,0,0,0,,
Father English Community Center,0,0,0,0,0,,
Holy Cross School,0,0,0,0,0,,
Memorial Elementary School,0,0,0,0,0,,
Lincoln Park Elementary School,0,0,0,0,0,,
Elementary School 15,0,0,0,0,0,,
Saint Gabriels School,0,0,0,0,0,,
J Spencer Smith Elementary School,0,0,0,0,0,,
Community Charter School of Paterson,0,0,0,0,0,,
Nassakeag Elementary School,0,0,0,0,0,,
Helen I. Smith Elementary School,0,0,0,0,0,,
Hamilton School,0,0,0,0,0,,
Kidztopros Summer Camp at Pioneer Academy,0,0,0,0,0,,
John P. Holland Charter School,0,0,0,0,0,,
Seton Academy,0,0,0,0,0,,
Sky Academy NJ,0,0,0,0,0,,
Phase1CPR - American Heart Association CPR Classes,0,0,0,0,0,,
Public School 13 Annex,0,0,0,0,0,,
Norwood Avenue School,0,0,0,0,0,,
Our Lady of Victory Parochial School,0,0,0,0,0,,
Dale Avenue Elementary School,0,0,0,0,0,,
Dawn Treader Christian School,0,0,0,0,0,,
The Knox School,0,0,0,0,0,,
Elementary School 11,0,0,0,0,0,,
Eastside High School,0,0,0,0,0,,
John F. Kennedy Educational Complex,0,0,0,0,0,,
John F. Kennedy Educational Complex,0,0,0,0,0,,
Ward Melville High School,0,0,0,0,0,,
Hoover Elementary School,0,0,0,0,0,,
Long Memorial Elementary School,0,0,0,0,0,,
Montessori School 27,0,0,0,0,0,,
Don Bosco Technical School,0,0,0,0,0,,
Walter Stillman Elementary School,0,0,0,0,0,,
Montessori School 27,0,0,0,0,0,,
Cedar Hill Elementary School,0,0,0,0,0,,
Don Bosco Technical School,0,0,0,0,0,,
Walter Stillman Elementary School,0,0,0,0,0,,
Saint Thereses School,0,0,0,0,0,,
Alexander Hamilton Academy,0,0,0,0,0,,
Number 13 Elementary School,0,0,0,0,0,,
Norwood Avenue Elementary School,0,0,0,0,0,,
Salesian High School,0,0,0,0,0,,
Saint Denis Parish School,0,0,0,0,0,,
Columbus Public School Number 10,0,0,0,0,0,,
John F. Kennedy Middle School,0,0,0,0,0,,
Hutchinson School,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Mount Vernon Honor Academy,0,0,0,0,0,,
Silk City Academy,0,0,0,0,0,,
Rosemarie Ann Siragusa School,0,0,0,0,0,,
Paterson Adult & Continuing Education,0,0,0,0,0,,
Edward W. Kilpatrick School of Discovery,0,0,0,0,0,,
Lincoln Elementary School,0,0,0,0,0,,
Saint Ursula's School,0,0,0,0,0,,
Norman S. Weir Elementary School,0,0,0,0,0,,
Daniel Webster Elementary School,0,0,0,0,0,,
Sixteenth Avenue Elementary School,0,0,0,0,0,,
Holy Name School,0,0,0,0,0,,
Elementary School 5,0,0,0,0,0,,
Elementary School 5,0,0,0,0,0,,
North Country Administration & Three Village Academy,0,0,0,0,0,,
Number 6 Elementary School,0,0,0,0,0,,
Public School 4,0,0,0,0,0,,
Charles E Nichols Public School Number 15,0,0,0,0,0,,
The Wartburg School,0,0,0,0,0,,
Mount Vernon Middle School,0,0,0,0,0,,
School 19,0,0,0,0,0,,
Cherry Hill Elementary School,0,0,0,0,0,,
Elementary School 27,0,0,0,0,0,,
Roanoke Avenue Elementary School,0,0,0,0,0,,
Rosa Parks Arts High School,0,0,0,0,0,,
The Peconic Montessori School,0,0,0,0,0,,
Christian Avenue School (historical),0,0,0,0,0,,
Traphagen School,0,0,0,0,0,,
Saint Marys High School,0,0,0,0,0,,
Saint David's Episcopal Day School,0,0,0,0,0,,
Saint John The Evangelist School,0,0,0,0,0,,
Saint Anne's School,0,0,0,0,0,,
Number 26 Elementary School,0,0,0,0,0,,
Lincoln High School,0,0,0,0,0,,
Roy W. Brown Middle School,0,0,0,0,0,,
Pulaski Street School,0,0,0,0,0,,
Public School 3,0,0,0,0,0,,
North Shore Montessori School,0,0,0,0,0,,
Our Lady of Mount Carmel School,0,0,0,0,0,,
Elementary School 14,0,0,0,0,0,,
Paterson Academy for the Gifted and Talented,0,0,0,0,0,,
Number 21 Elementary School,0,0,0,0,0,,
Southampton Nursery School,0,0,0,0,0,,
Holy Family School,0,0,0,0,0,,
Rockaway Valley Elementary School,0,0,0,0,0,,
Saint John the Baptist School,0,0,0,0,0,,
The Stony Brook School,0,0,0,0,0,,
Dr. Frank Napier Jr. School of Science & Technology,0,0,0,0,0,,
Rockaway Valley Elementary School,0,0,0,0,0,,
Minnesauke Elementary School,0,0,0,0,0,,
Mayflower School,0,0,0,0,0,,
Cedar Place Elementary School,0,0,0,0,0,,
Warren Point Elementary School,0,0,0,0,0,,
Iona College,0,0,0,0,0,,
Kulicke Jewelry School,0,0,0,0,0,,
Saint Peter's School,0,0,0,0,0,,
Mount Vernon High School,0,0,0,0,0,,
Riverhead Middle School,0,0,0,0,0,,
Less Stress Instructional Services,0,0,0,0,0,,
Randall Carter Elementary School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Saint Peter Academy,0,0,0,0,0,,
Yonkers Middle High School,0,0,0,0,0,,
Williams Mason School,0,0,0,0,0,,
Saint Joseph School,0,0,0,0,0,,
Pennington School,0,0,0,0,0,,
The Montfort Academy,0,0,0,0,0,,
tumble nasium,0,0,0,0,0,,
Lyncrest Elementary School,0,0,0,0,0,,
Number 10 Elementary School,0,0,0,0,0,,
School 19,0,0,0,0,0,,
Montessori Children's School,0,0,0,0,0,,
Saint Gerard Majella Roman Catholic School,0,0,0,0,0,,
Berkley Street Elementary School,0,0,0,0,0,,
Hovnanian Armenian School,0,0,0,0,0,,
Scholastic Academy for Academic Excellence,0,0,0,0,0,,
Paramus Public Schools,0,0,0,0,0,,
Paramus High School,0,0,0,0,0,,
Franklin Elementary School,0,0,0,0,0,,
Paramus High School,0,0,0,0,0,,
Calvary Learning Center,0,0,0,0,0,,
Saint Johns School,0,0,0,0,0,,
Calvary Christian Academy,0,0,0,0,0,,
Riverhead High School,0,0,0,0,0,,
Passaic County Public Safety Academy,0,0,0,0,0,,
Early Education Center,0,0,0,0,0,,
WAYNE CUB SCOUTS PACK 130,0,0,0,0,0,,
Ryerson Elementary School,0,0,0,0,0,,
Malcolm S Mackay Elementary School,0,0,0,0,0,,
Sagaponack Common School,0,0,0,0,0,,
Ralph S. Maugham Elementary School,0,0,0,0,0,,
Our Lady of Lourdes School,0,0,0,0,0,,
Public School 23,0,0,0,0,0,,
New Rochelle High School,0,0,0,0,0,,
Chatsworth Avenue School,0,0,0,0,0,,
Elementary School 12,0,0,0,0,0,,
East Brook Middle School,0,0,0,0,0,,
Public School 30,0,0,0,0,0,,
New Rochelle High School,0,0,0,0,0,,
Saint Mary's Roman Catholic School,0,0,0,0,0,,
Passaic County Technical Institute,0,0,0,0,0,,
Yavneh Academy,0,0,0,0,0,,
James Fallon Elementary School,0,0,0,0,0,,
Enrico Fermi Middle School,0,0,0,0,0,,
Martin Luther King Junior High Technical and Computer Magnet School,0,0,0,0,0,,
Jefferson Elementary School,0,0,0,0,0,,
IBEW 164 JATC,0,0,0,0,0,,
Haledon Public School,0,0,0,0,0,,
Fair Lawn High School,0,0,0,0,0,,
Al-Hikma Elementary School,0,0,0,0,0,,
Bernard Early Childhood Center,0,0,0,0,0,,
Our Lady of Mount Carmel-Saint Anthony School,0,0,0,0,0,,
Miller Place High School,0,0,0,0,0,,
Benway School,0,0,0,0,0,,
Blessed Sacrament School,0,0,0,0,0,,
Frisch School,0,0,0,0,0,,
Thornton-Donovan School,0,0,0,0,0,,
Hommocks Middle School,0,0,0,0,0,,
Roosevelt Elementary School,0,0,0,0,0,,
John A Forrest Elementary School,0,0,0,0,0,,
Thomas Jefferson Middle School,0,0,0,0,0,,
Visitation Academy,0,0,0,0,0,,
Prospect Park Elementary School,0,0,0,0,0,,
Laurel Hill School,0,0,0,0,0,,
Prospect Park Elementary School,0,0,0,0,0,,
Andalusia School,0,0,0,0,0,,
Lincoln Park Middle School,0,0,0,0,0,,
Lafayette Elementary School,0,0,0,0,0,,
EPIC School,0,0,0,0,0,,
Henry B. Milnes Elementary School,0,0,0,0,0,,
Saint Casimirs School,0,0,0,0,0,,
Washington School,0,0,0,0,0,,
Albert G. Prodell Middle School,0,0,0,0,0,,
Longfellow Junior High School,0,0,0,0,0,,
David E. Owens Middle School,0,0,0,0,0,,
Bronxville Middle School,0,0,0,0,0,,
Frank J. Carasiti Elementary School,0,0,0,0,0,,
Bridgehampton School,0,0,0,0,0,,
Solomon Schechter Day School,0,0,0,0,0,,
Honiss School,0,0,0,0,0,,
Bronxville Elementary School,0,0,0,0,0,,
Bronxville High School,0,0,0,0,0,,
School 18,0,0,0,0,0,,
Central School,0,0,0,0,0,,
"Martin Luther King, Jr. High Tech Computer Magnet School",0,0,0,0,0,,
Riley Avenue Elementary School,0,0,0,0,0,,
Public School 12,0,0,0,0,0,,
Mount Sinai Public Schools,0,0,0,0,0,,
Paul J. Gelinas Junior High School,0,0,0,0,0,,
Rocky Point Middle/High School,0,0,0,0,0,,
River Dell Middle School,0,0,0,0,0,,
Saint Joseph's School,0,0,0,0,0,,
Public School 6,0,0,0,0,0,,
Port Jefferson Middle School,0,0,0,0,0,,
Saints John and Paul School,0,0,0,0,0,,
George Washington Middle School,0,0,0,0,0,,
Earl L. Vandermeulen High School,0,0,0,0,0,,
Alpine Public School,0,0,0,0,0,,
Anthony Wayne Middle School,0,0,0,0,0,,
Our Lady of Wisdom Regional School,0,0,0,0,0,,
Palisade Preparatory School,0,0,0,0,0,,
Blessed Sacrament Academy,0,0,0,0,0,,
William E Cottle School,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
The Hayground School,0,0,0,0,0,,
Shoreham-Wading River High School,0,0,0,0,0,,
Mamaroneck High School,0,0,0,0,0,,
New Milford High School,0,0,0,0,0,,
Washington Elementary School,0,0,0,0,0,,
Franklin School,0,0,0,0,0,,
The Chapel School,0,0,0,0,0,,
Saint Thereses School,0,0,0,0,0,,
Tuckahoe Middle School,0,0,0,0,0,,
Academy of the Holy Angels,0,0,0,0,0,,
Tuckahoe High School,0,0,0,0,0,,
Setauket School,0,0,0,0,0,,
Merritt Memorial Elementary School,0,0,0,0,0,,
Our Lady of the Rosary School,0,0,0,0,0,,
Aquebogue School,0,0,0,0,0,,
Murray Avenue School,0,0,0,0,0,,
Dumont High School,0,0,0,0,0,,
Jefferson School,0,0,0,0,0,,
Ridge Ranch Elementary School,0,0,0,0,0,,
River Dell Regional High School,0,0,0,0,0,,
Hibernia School,0,0,0,0,0,,
Saint Marys School,0,0,0,0,0,,
Edward H Bryan Elementary School,0,0,0,0,0,,
Public School 9,0,0,0,0,0,,
Roosevelt School,0,0,0,0,0,,
Maryhaven Center of Hope,0,0,0,0,0,,
Passaic County Technical Institute LPN Program,0,0,0,0,0,,
Edna Louise Spear Elementary School,0,0,0,0,0,,
Eastern Christian High School,0,0,0,0,0,,
Radburn Elementary School,0,0,0,0,0,,
Wading River School,0,0,0,0,0,,
Stephen J. Gerace Elementary School,0,0,0,0,0,,
Lincoln School,0,0,0,0,0,,
Bertram F Gibbs Elementary School,0,0,0,0,0,,
Saint Bartholomew Parochial School,0,0,0,0,0,,
Patricia A DiChiaro School,0,0,0,0,0,,
Memorial Elementary School,0,0,0,0,0,,
John F Kennedy Elementary School,0,0,0,0,0,,
Public School 5,0,0,0,0,0,,
The Ridgewood Conservatory,0,0,0,0,0,,
Joseph A. Edgar Intermediate School,0,0,0,0,0,,
Grant Elementary School,0,0,0,0,0,,
Albert Leonard Middle School,0,0,0,0,0,,
Packanack Elementary School,0,0,0,0,0,,
Grant Elementary,0,0,0,0,0,,
Immaculate Conception School,0,0,0,0,0,,
Ursuline School,0,0,0,0,0,,
Immaculate Heart of Mary School,0,0,0,0,0,,
Saint Anthony's School,0,0,0,0,0,,
Student Athlete Academy,0,0,0,0,0,,
North Country Road School,0,0,0,0,0,,
Cresskill Junior-Senior High School,0,0,0,0,0,,
Sacred Heart High School,0,0,0,0,0,,
Paideia School 24,0,0,0,0,0,,
Charles A Selzer Elementary School,0,0,0,0,0,,
Gorton High School,0,0,0,0,0,,
Holy Trinity Parochial School,0,0,0,0,0,,
Saint Josephs School,0,0,0,0,0,,
Sacred Heart School,0,0,0,0,0,,
Miller Avenue School,0,0,0,0,0,,
Lincoln middle School,0,0,0,0,0,,
Alexander Hamilton Elementary School,0,0,0,0,0,,
County Road Elementary School,0,0,0,0,0,,
Windsor Preparatory High School,0,0,0,0,0,,
Montessori School 31,0,0,0,0,0,,
Ross Institute Lower School / Hampton Day at the Mariss Ctr,0,0,0,0,0,,
Hudson Country School,0,0,0,0,0,,
Holy Spirit School,0,0,0,0,0,,
Netherlands Reformed Christian School,0,0,0,0,0,,
Waverly School,0,0,0,0,0,,
Oradell Elementary School,0,0,0,0,0,,
Hawthorne High School,0,0,0,0,0,,
Saint Eugenes School,0,0,0,0,0,,
Roosevelt High School,0,0,0,0,0,,
Glen Rock High School,0,0,0,0,0,,
F E Bellows Elementary School,0,0,0,0,0,,
Anne Hutchinson School,0,0,0,0,0,,
High Mountain Middle School,0,0,0,0,0,,
High Mountain Middle School,0,0,0,0,0,,
Museum Middle School,0,0,0,0,0,,
Paramus Catholic High School,0,0,0,0,0,,
Luther Lee Emerson Elementary School,0,0,0,0,0,,
Bergen County Technical Schools,0,0,0,0,0,,
William B Ward Elementary School,0,0,0,0,0,,
Eye Level Learning Center Of Wayne,0,0,0,0,0,,
Saint Catherine School,0,0,0,0,0,,
Bergen County Special Services School District,0,0,0,0,0,,
Glen Rock High School,0,0,0,0,0,,
Clara E Coleman Elementary School,0,0,0,0,0,,
